customer_id,Country_Code,Phone_Number,Full_Phone,Fraud_Label,Customer_Vintage_Bucket,customer_risk_rating,Customer_Segment,Occupation_Type,Avg_Monthly_Txn_Value,KYC_Update_Freq,PEP_HighRisk_Flag,Txn_Count_1H,Txn_Frequency_Day_vs_Mean,RoundAmt_Repetitiveness_Percent,SameDay_CreditReversal_Count_7D,KYC_Country,KYC_City,Geo_Restriction_Level,Restricted_Geo_Location
CUST00001089,+44,5360537518,+445360537518,0,Mature,1,Retail,Salaried,215786.38,0,1,4,0.23,48.8,0,UK,London,Normal,0
CUST00001090,+91,8895840732,+918895840732,0,New,2,Corporate,Student,470736.19,2,0,14,1.37,14.0,0,India,Delhi,Normal,0
CUST00001091,+49,96862282464,+4996862282464,0,New,1,Retail,Self-Employed,226169.32,0,0,0,0.15,32.6,0,Germany,Berlin,Normal,0
CUST00001092,+91,9335182882,+919335182882,0,Mid,1,Retail,Self-Employed,107589.31,0,0,0,1.26,14.2,0,India,Kolkata,Normal,0
CUST00001093,+91,7476684024,+917476684024,0,New,2,Retail,Salaried,205184.04,0,1,0,0.61,22.1,0,India,Chennai,Normal,0
CUST00001094,+91,8884932488,+918884932488,0,Mature,1,Retail,Salaried,152573.16,0,0,13,0.18,8.4,0,India,Hyderabad,Normal,0
CUST00001095,+91,6478701581,+916478701581,0,Mid,3,Retail,Self-Employed,561169.81,0,0,1,0.07,57.0,0,India,Bangalore,Normal,0
CUST00001096,+91,9471292014,+919471292014,0,Mid,1,Retail,Salaried,67179.85,0,1,1,0.27,11.5,0,India,Hyderabad,Normal,0
CUST00001097,+91,8212618289,+918212618289,0,New,3,Retail,Salaried,51957.12,0,0,0,0.27,10.4,0,India,Mumbai,Normal,0
CUST00001098,+44,6158165041,+446158165041,0,Mid,1,Retail,Salaried,251137.06,0,1,7,0.09,41.6,0,UK,London,Normal,0
CUST00001099,+91,7041695680,+917041695680,0,Mature,1,Retail,Self-Employed,153482.1,0,0,0,1.25,18.0,0,India,Delhi,Normal,0
CUST00001100,+91,7049896673,+917049896673,0,Mature,2,Retail,Salaried,79495.07,0,0,0,0.18,49.7,0,India,Hyderabad,Normal,0
CUST00001101,+91,7910029440,+917910029440,0,New,2,Retail,Salaried,193274.34,0,0,0,0.77,4.2,0,India,Bangalore,Normal,0
CUST00001102,+91,7864555447,+917864555447,0,New,2,Retail,Salaried,245980.6,1,0,1,0.54,37.2,0,India,Kolkata,Normal,0
CUST00001103,+91,8935979447,+918935979447,0,New,1,Corporate,Salaried,531167.04,0,0,1,0.47,34.4,0,India,Bangalore,Normal,0
CUST00001104,+91,9958069271,+919958069271,0,New,3,Retail,Retired,45152.58,2,0,0,0.4,16.4,0,India,Chennai,Normal,0
CUST00001105,+65,41691005,+6541691005,0,Mature,1,Corporate,Salaried,230581.93,0,0,3,0.04,18.8,2,Singapore,Singapore,Normal,0
CUST00001106,+44,7185280021,+447185280021,0,New,1,Retail,Self-Employed,738964.76,0,1,0,0.8,22.6,0,UK,Birmingham,Normal,0
CUST00001107,+91,6353680573,+916353680573,0,Mature,1,Retail,Student,711543.72,0,0,0,0.42,8.3,0,India,Hyderabad,Normal,0
CUST00001108,+971,807734970,+971807734970,0,Mature,2,Retail,Salaried,214037.76,0,0,0,1.92,61.7,0,UAE,Sharjah,Normal,0
CUST00001109,+91,9253308514,+919253308514,0,New,2,Retail,Salaried,123903.76,3,0,3,0.6,47.2,0,India,Delhi,Normal,0
CUST00001110,+91,9629277640,+919629277640,0,Mid,1,Retail,Self-Employed,160234.77,4,0,0,0.07,31.7,0,India,Chennai,Normal,0
CUST00001111,+91,6273395341,+916273395341,0,Mature,1,Corporate,Student,90414.22,0,0,0,0.59,46.2,0,India,Bangalore,Normal,0
CUST00001112,+65,40477227,+6540477227,0,Mature,1,Retail,Salaried,139645.43,0,0,2,0.2,23.6,0,Singapore,Singapore,Normal,0
CUST00001113,+91,7764398753,+917764398753,0,Mature,1,Retail,Salaried,211636.65,0,0,3,0.33,32.2,0,India,Hyderabad,Normal,0
CUST00001114,+971,496672825,+971496672825,0,Mature,1,Retail,Salaried,289660.25,0,0,2,0.78,24.4,0,UAE,Abu Dhabi,Normal,0
CUST00001115,+971,573843907,+971573843907,0,Mature,2,Retail,Salaried,393454.58,0,0,1,0.3,48.4,0,UAE,Dubai,Normal,0
CUST00001116,+91,7875386882,+917875386882,0,Mid,2,Retail,Salaried,181956.56,0,0,2,0.15,23.0,0,India,Bangalore,Normal,0
CUST00001117,+65,85032159,+6585032159,0,Mature,3,Retail,Salaried,171503.99,0,0,1,0.18,51.5,0,Singapore,Singapore,Normal,0
CUST00001118,+91,7257326231,+917257326231,0,Mature,1,Retail,Salaried,400771.81,0,0,0,1.15,9.6,4,India,Mumbai,Normal,0
CUST00001119,+91,7136734043,+917136734043,0,Mature,1,Corporate,Salaried,151071.51,0,0,2,0.19,35.7,1,India,Chennai,Normal,0
CUST00001120,+1,5311592713,+15311592713,0,Mature,1,Retail,Self-Employed,347653.62,0,0,2,0.18,11.4,0,USA,Chicago,Normal,0
CUST00001121,+91,8257688742,+918257688742,0,Mature,2,Retail,Retired,53023.82,0,0,1,0.98,43.9,0,India,Delhi,Normal,0
CUST00001122,+44,3569777673,+443569777673,0,Mid,1,Retail,Student,288850.64,1,0,1,0.75,6.1,0,UK,Manchester,Normal,0
CUST00001123,+65,85876772,+6585876772,0,New,3,Retail,Salaried,1077943.12,1,0,0,0.19,39.7,0,Singapore,Singapore,Normal,0
CUST00001124,+44,7751706626,+447751706626,0,Mature,2,Retail,Retired,94732.01,0,1,10,0.08,36.9,0,UK,Birmingham,Normal,0
CUST00001125,+91,8924009388,+918924009388,0,Mature,1,Retail,Salaried,625609.85,0,0,25,1.77,53.8,0,India,Bangalore,Normal,0
CUST00001126,+44,6317663162,+446317663162,0,Mature,1,Retail,Salaried,346331.89,0,0,1,0.56,36.9,0,UK,Birmingham,Normal,0
CUST00001127,+91,7706027429,+917706027429,0,Mature,2,Retail,Salaried,400190.82,0,0,0,0.49,41.0,0,India,Mumbai,Normal,0
CUST00001128,+91,8253232068,+918253232068,1,Mature,2,Retail,Retired,6852532.47,2,1,18,1.47,55.2,1,India,Kolkata,Normal,0
CUST00001129,+91,9338663665,+919338663665,0,Mid,1,Retail,Self-Employed,339643.79,0,0,2,0.74,44.5,1,India,Bangalore,Normal,0
CUST00001130,+91,6078084758,+916078084758,0,New,1,Retail,Self-Employed,290567.43,0,0,0,0.07,43.5,1,India,Delhi,Normal,0
CUST00001131,+91,7824877318,+917824877318,0,Mature,1,Retail,Salaried,180189.71,0,0,1,1.17,28.7,0,India,Hyderabad,Normal,0
CUST00001132,+91,6257914639,+916257914639,0,Mature,2,Retail,Salaried,65271.85,0,0,0,0.26,10.8,0,India,Delhi,Normal,0
CUST00001133,+44,8381781076,+448381781076,0,Mature,1,Corporate,Self-Employed,138256.92,0,0,14,0.16,50.1,0,UK,Manchester,Normal,0
CUST00001134,+971,793672508,+971793672508,0,Mature,1,Retail,Salaried,85546.01,0,0,4,0.18,24.0,0,UAE,Sharjah,Normal,0
CUST00001135,+1,7572583937,+17572583937,0,Mature,1,Retail,Self-Employed,921963.76,0,0,3,0.83,50.5,1,USA,Los Angeles,Normal,0
CUST00001136,+971,426192082,+971426192082,0,Mid,3,Corporate,Self-Employed,389820.82,0,0,3,0.24,12.4,0,UAE,Abu Dhabi,Normal,0
CUST00001137,+65,54772122,+6554772122,0,Mid,1,Corporate,Salaried,90914.16,0,0,0,1.44,20.4,0,Singapore,Singapore,Normal,0
CUST00001138,+91,8839449940,+918839449940,0,Mature,2,Retail,Unemployed,296907.32,1,0,0,0.11,23.6,0,India,Chennai,Watchlist,1
CUST00001139,+1,2571073034,+12571073034,0,New,1,Retail,Salaried,78684.71,0,0,1,0.68,4.9,0,USA,New York,Normal,0
CUST00001140,+49,44739035380,+4944739035380,0,Mid,1,Retail,Salaried,46425.94,0,0,3,0.13,15.1,0,Germany,Frankfurt,Normal,0
CUST00001141,+1,8058849994,+18058849994,0,Mid,1,Retail,Self-Employed,113695.43,0,0,2,0.45,27.8,0,USA,New York,Normal,0
CUST00001142,+91,6893023702,+916893023702,0,Mature,1,Retail,Self-Employed,176219.46,0,0,1,0.56,39.4,0,India,Hyderabad,Normal,0
CUST00001143,+1,6666949607,+16666949607,0,New,2,Corporate,Salaried,269976.85,0,0,1,1.38,10.3,0,USA,Chicago,Normal,0
CUST00001144,+91,6880937708,+916880937708,0,Mature,1,Retail,Self-Employed,398671.66,0,0,0,0.63,18.7,0,India,Mumbai,Normal,0
CUST00001145,+44,9599846529,+449599846529,0,Mature,1,Retail,Unemployed,149296.1,0,0,10,1.8,34.6,0,UK,London,Normal,0
CUST00001146,+91,6220722673,+916220722673,0,Mature,1,Retail,Salaried,340773.85,0,0,0,0.52,15.6,0,India,Hyderabad,Normal,0
CUST00001147,+49,29610162082,+4929610162082,0,Mature,2,Retail,Salaried,55378.9,0,0,0,0.05,51.7,0,Germany,Frankfurt,Normal,0
CUST00001148,+65,92828031,+6592828031,0,Mid,1,Retail,Salaried,642377.09,0,0,1,1.09,20.6,0,Singapore,Singapore,Normal,0
CUST00001149,+1,4848817775,+14848817775,0,Mature,1,Retail,Salaried,56946.28,0,0,0,1.08,10.3,0,USA,Chicago,Normal,0
CUST00001150,+91,8045618571,+918045618571,0,Mature,1,Retail,Salaried,133908.16,0,0,13,0.54,21.4,0,India,Bangalore,Normal,0
CUST00001151,+1,6844450589,+16844450589,0,Mature,3,Retail,Salaried,113150.18,0,0,0,0.26,43.0,0,USA,New York,Normal,0
CUST00001152,+91,7758735541,+917758735541,0,Mature,1,Retail,Self-Employed,62956.43,0,0,0,0.3,44.9,0,India,Mumbai,Normal,0
CUST00001153,+91,6731364678,+916731364678,1,Mid,2,Retail,Salaried,726987.77,0,0,8,1.56,55.0,0,India,Hyderabad,Normal,0
CUST00001154,+91,8653175942,+918653175942,0,New,1,Retail,Salaried,275427.31,0,0,1,1.2,34.6,0,India,Mumbai,Normal,0
CUST00001155,+91,6903473161,+916903473161,0,New,1,Corporate,Salaried,208984.11,0,0,0,1.31,34.4,0,India,Hyderabad,Normal,0
CUST00001156,+95,841140543,+95841140543,1,Mid,1,Retail,Student,7302069.89,0,0,17,2.19,57.8,1,Myanmar,Yangon,High-Risk,1
CUST00001157,+1,5253719935,+15253719935,0,Mid,1,Retail,Salaried,511360.13,0,0,0,0.14,58.2,0,USA,Los Angeles,Normal,0
CUST00001158,+1,2898751982,+12898751982,0,Mid,2,Retail,Self-Employed,146933.69,0,0,0,0.25,18.7,0,USA,New York,Normal,0
CUST00001159,+49,32684924779,+4932684924779,0,Mature,1,Retail,Salaried,60969.09,0,0,3,0.27,25.6,0,Germany,Munich,Normal,0
CUST00001160,+49,62734014272,+4962734014272,0,Mid,1,Retail,Retired,93392.51,0,0,3,0.39,30.2,0,Germany,Berlin,Normal,0
CUST00001161,+91,8534041275,+918534041275,1,New,2,Retail,Self-Employed,3031792.47,3,1,29,3.14,75.8,1,India,Delhi,Normal,0
CUST00001162,+1,5348908071,+15348908071,0,Mature,1,Retail,Self-Employed,95629.93,0,0,2,0.07,14.8,0,USA,Los Angeles,Normal,0
CUST00001163,+91,7778886723,+917778886723,0,Mature,1,Retail,Self-Employed,329212.0,3,0,1,0.51,38.9,0,India,Kolkata,Normal,0
CUST00001164,+91,8791884451,+918791884451,0,Mid,2,Retail,Student,79972.77,3,0,0,0.66,58.1,0,India,Bangalore,Normal,0
CUST00001165,+91,7284206134,+917284206134,0,Mature,1,Retail,Salaried,171664.79,4,0,9,0.69,23.0,0,India,Hyderabad,Normal,0
CUST00001166,+91,7788428034,+917788428034,0,Mature,2,Retail,Self-Employed,264240.05,0,0,1,0.23,27.9,0,India,Delhi,Normal,0
CUST00001167,+91,7627589727,+917627589727,0,Mid,1,Retail,Salaried,100218.42,0,0,2,0.37,23.0,0,India,Mumbai,Normal,0
CUST00001168,+91,9959944788,+919959944788,0,New,1,Retail,Self-Employed,279258.46,0,0,4,0.05,28.5,0,India,Delhi,Normal,0
CUST00001169,+971,666851370,+971666851370,0,New,1,Corporate,Unemployed,149216.32,0,0,4,0.3,19.9,0,UAE,Dubai,Normal,0
CUST00001170,+91,8772758472,+918772758472,0,Mature,2,Retail,Salaried,137956.21,0,0,10,0.74,58.3,0,India,Mumbai,Normal,0
CUST00001171,+49,81300798796,+4981300798796,0,Mid,1,Retail,Salaried,664548.46,0,0,1,0.4,19.2,0,Germany,Munich,Normal,0
CUST00001172,+65,51810699,+6551810699,0,Mature,1,Retail,Salaried,264081.89,0,1,1,1.58,16.6,0,Singapore,Singapore,Normal,0
CUST00001173,+971,779830848,+971779830848,0,Mature,2,Retail,Salaried,293881.14,0,0,0,0.17,16.0,0,UAE,Abu Dhabi,Normal,0
CUST00001174,+971,239770448,+971239770448,0,Mature,1,Retail,Salaried,358328.58,0,0,0,1.82,5.9,0,UAE,Dubai,Normal,0
CUST00001175,+91,7430292997,+917430292997,0,Mature,2,Retail,Salaried,315115.4,0,0,1,0.09,27.2,0,India,Chennai,Normal,0
CUST00001176,+91,7904432860,+917904432860,0,Mature,1,Retail,Salaried,264442.58,0,0,0,1.36,14.4,0,India,Delhi,Normal,0
CUST00001177,+1,8376090277,+18376090277,0,Mid,1,Retail,Salaried,536261.33,4,0,0,1.28,38.4,0,USA,Chicago,Normal,0
CUST00001178,+44,6025050006,+446025050006,0,New,1,Retail,Salaried,93915.42,0,0,0,0.34,55.8,0,UK,Manchester,Normal,0
CUST00001179,+49,84617664990,+4984617664990,0,Mature,1,Retail,Salaried,223804.36,0,0,2,0.3,1.1,0,Germany,Munich,Normal,0
CUST00001180,+91,6914027108,+916914027108,0,Mid,2,Retail,Self-Employed,155160.63,0,0,1,0.97,11.5,0,India,Hyderabad,Normal,0
CUST00001181,+44,5826998113,+445826998113,0,Mature,2,Retail,Salaried,222534.69,0,0,2,0.25,9.1,0,UK,Manchester,Normal,0
CUST00001182,+91,6934490668,+916934490668,0,Mature,2,Retail,Salaried,113697.47,0,0,0,0.55,5.3,0,India,Bangalore,Normal,0
CUST00001183,+44,8751741579,+448751741579,0,Mature,2,Retail,Retired,54277.17,0,0,2,0.09,64.7,1,UK,Manchester,Normal,0
CUST00001184,+971,459102692,+971459102692,0,Mid,1,Retail,Self-Employed,377034.36,1,0,1,0.42,23.7,1,UAE,Dubai,Normal,0
CUST00001185,+91,9775929459,+919775929459,0,Mature,3,Retail,Salaried,1369802.63,0,0,1,0.52,19.5,1,India,Delhi,Normal,0
CUST00001186,+91,6379022299,+916379022299,0,Mid,3,Retail,Retired,470234.52,0,0,0,0.55,8.9,0,India,Bangalore,Normal,0
CUST00001187,+971,467792883,+971467792883,1,Mid,1,Retail,Unemployed,296518.23,7,1,0,3.14,55.1,3,UAE,Sharjah,Normal,0
CUST00001188,+65,90841872,+6590841872,0,New,1,Retail,Salaried,274417.58,0,0,2,0.11,8.7,0,Singapore,Singapore,Normal,0
CUST00001189,+1,4772974549,+14772974549,0,Mature,2,Retail,Salaried,238131.55,0,0,6,0.2,40.5,0,USA,Chicago,Normal,0
CUST00001190,+1,8806298105,+18806298105,0,New,1,Corporate,Salaried,122441.27,0,0,0,0.24,4.5,0,USA,San Francisco,Normal,0
CUST00001191,+91,6196429971,+916196429971,0,Mature,2,Retail,Salaried,447233.21,0,0,4,1.26,11.0,0,India,Mumbai,Normal,0
CUST00001192,+91,6990218428,+916990218428,0,New,1,Retail,Self-Employed,26603.18,1,0,0,2.27,19.9,0,India,Hyderabad,Normal,0
CUST00001193,+91,6781353758,+916781353758,0,Mid,1,Retail,Retired,444588.09,0,0,2,0.77,41.1,0,India,Kolkata,Normal,0
CUST00001194,+91,8721201989,+918721201989,1,Mid,1,Corporate,Self-Employed,820609.71,10,1,29,6.72,25.8,7,India,Bangalore,Normal,0
CUST00001195,+91,6603052707,+916603052707,0,Mid,1,Retail,Salaried,359173.94,0,0,0,0.01,33.4,0,India,Delhi,Normal,0
CUST00001196,+91,6619504657,+916619504657,0,Mid,1,Retail,Self-Employed,39134.64,0,0,0,0.43,22.1,0,India,Kolkata,Normal,0
CUST00001197,+44,4939723636,+444939723636,0,Mid,1,Retail,Salaried,783098.4,0,0,1,0.84,22.3,0,UK,Birmingham,Normal,0
CUST00001198,+44,8865141184,+448865141184,0,Mature,1,Retail,Student,131555.4,0,0,0,0.35,6.9,0,UK,Manchester,Normal,0
CUST00001199,+91,7252653551,+917252653551,0,Mature,2,Retail,Self-Employed,148921.28,0,0,1,0.54,2.7,1,India,Chennai,Normal,0
CUST00001200,+91,9879437228,+919879437228,0,New,1,Retail,Unemployed,51959.22,0,0,2,2.63,30.8,0,India,Kolkata,Normal,0
CUST00001201,+91,9614994111,+919614994111,0,Mature,2,Retail,Salaried,246027.96,0,0,0,0.95,51.7,0,India,Mumbai,Normal,0
CUST00001202,+44,2427033180,+442427033180,0,New,1,Retail,Self-Employed,276214.66,0,0,2,0.17,21.6,0,UK,Birmingham,Normal,0
CUST00001203,+65,66658387,+6566658387,0,Mature,2,Retail,Salaried,783210.12,0,0,1,0.31,22.0,0,Singapore,Singapore,Normal,0
CUST00001204,+971,318163083,+971318163083,0,Mid,3,Retail,Salaried,392692.82,0,0,23,0.69,44.5,0,UAE,Abu Dhabi,Normal,0
CUST00001205,+44,6039247095,+446039247095,0,Mature,1,Retail,Self-Employed,132858.85,0,0,1,0.44,59.2,0,UK,Manchester,Normal,0
CUST00001206,+1,4565193790,+14565193790,0,Mid,3,Retail,Self-Employed,48133.46,0,0,0,0.81,27.1,0,USA,Los Angeles,Normal,0
CUST00001207,+971,716701724,+971716701724,0,Mature,1,Retail,Self-Employed,125378.97,0,0,0,0.28,8.0,0,UAE,Dubai,Normal,0
CUST00001208,+44,5292428228,+445292428228,0,Mid,1,Retail,Unemployed,458241.54,0,0,2,0.39,0.3,0,UK,London,Normal,0
CUST00001209,+91,7204459335,+917204459335,0,Mid,2,Retail,Unemployed,144643.87,0,1,0,0.34,20.9,0,India,Kolkata,Normal,0
CUST00001210,+91,7031466734,+917031466734,0,Mid,1,Retail,Retired,82855.96,0,0,0,0.32,47.6,0,India,Bangalore,Normal,0
CUST00001211,+44,2746919940,+442746919940,0,Mature,1,Retail,Student,227602.05,0,0,0,0.41,35.0,0,UK,Birmingham,Normal,0
CUST00001212,+971,638865217,+971638865217,0,Mature,1,Retail,Salaried,152109.51,0,0,1,1.0,11.9,0,UAE,Dubai,Normal,0
CUST00001213,+91,9425230609,+919425230609,0,Mature,2,Retail,Salaried,137974.43,0,0,3,1.9,7.9,1,India,Chennai,Normal,0
CUST00001214,+95,360003156,+95360003156,1,Mature,2,Retail,Salaried,143994.02,0,1,26,3.23,28.1,0,Myanmar,Mandalay,High-Risk,1
CUST00001215,+971,932735972,+971932735972,0,Mature,1,Retail,Self-Employed,41623.44,0,0,0,0.69,36.2,2,UAE,Dubai,Normal,0
CUST00001216,+49,74707076802,+4974707076802,0,Mature,3,Retail,Self-Employed,283345.1,0,0,4,0.35,17.3,1,Germany,Berlin,Normal,0
CUST00001217,+44,8703451910,+448703451910,0,Mid,2,Retail,Self-Employed,61077.5,0,0,1,1.61,42.9,0,UK,Birmingham,Normal,0
CUST00001218,+91,6301416409,+916301416409,0,Mature,3,Retail,Self-Employed,242721.73,0,0,2,0.31,23.5,0,India,Chennai,Normal,0
CUST00001219,+91,9559472773,+919559472773,0,Mid,1,Retail,Salaried,210553.37,0,0,22,0.65,1.4,0,India,Kolkata,Normal,0
CUST00001220,+971,902092585,+971902092585,0,Mature,2,Retail,Salaried,152790.64,0,0,3,0.39,2.4,0,UAE,Dubai,Normal,0
CUST00001221,+91,9763000690,+919763000690,0,Mature,2,Retail,Salaried,332989.44,0,0,4,1.4,9.3,0,India,Kolkata,Normal,0
CUST00001222,+971,848761162,+971848761162,0,Mature,1,Corporate,Salaried,265893.74,0,0,0,0.29,36.7,0,UAE,Dubai,Normal,0
CUST00001223,+98,4730417836,+984730417836,1,Mid,3,Retail,Salaried,1063316.93,10,0,28,9.41,68.9,3,Iran,Isfahan,High-Risk,1
CUST00001224,+91,8037343926,+918037343926,1,Mid,1,Retail,Self-Employed,793156.68,2,1,49,1.94,89.9,0,India,Mumbai,Normal,0
CUST00001225,+91,9023580217,+919023580217,0,Mature,1,Retail,Salaried,142877.5,0,0,0,1.0,34.2,0,India,Chennai,Normal,0
CUST00001226,+92,9919101570,+929919101570,1,New,3,Retail,Salaried,9714873.6,5,0,0,1.48,89.3,1,Pakistan,Lahore,Watchlist,1
CUST00001227,+971,292877483,+971292877483,0,Mid,3,Retail,Self-Employed,141290.57,0,0,0,0.56,12.0,0,UAE,Sharjah,Normal,0
CUST00001228,+91,8576562756,+918576562756,0,Mature,1,Corporate,Self-Employed,470606.98,1,0,18,0.33,48.4,0,India,Chennai,Normal,0
CUST00001229,+91,6564621560,+916564621560,0,Mature,1,Retail,Salaried,332208.3,0,0,0,0.99,12.7,0,India,Mumbai,Watchlist,1
CUST00001230,+44,2116832792,+442116832792,0,New,2,Retail,Salaried,136522.41,0,1,0,1.19,18.2,0,UK,Birmingham,Normal,0
CUST00001231,+971,366945837,+971366945837,0,New,3,Retail,Self-Employed,40014.99,0,0,1,0.08,33.8,0,UAE,Sharjah,Normal,0
CUST00001232,+44,6558831236,+446558831236,0,New,2,Retail,Salaried,272020.67,2,0,1,0.66,33.2,0,UK,Birmingham,Normal,0
CUST00001233,+971,952484616,+971952484616,0,New,2,Retail,Salaried,293234.02,1,0,5,0.26,64.3,0,UAE,Dubai,Normal,0
CUST00001234,+91,9917626949,+919917626949,0,Mature,2,Retail,Salaried,75364.11,4,0,0,0.51,44.8,0,India,Hyderabad,Normal,0
CUST00001235,+91,8551202780,+918551202780,0,Mature,1,Retail,Salaried,100827.87,0,0,4,2.26,15.2,0,India,Chennai,Normal,0
CUST00001236,+98,7367158798,+987367158798,1,Mid,3,Retail,Self-Employed,550982.06,3,0,15,0.74,16.0,3,Iran,Tehran,High-Risk,1
CUST00001237,+91,9119787959,+919119787959,0,Mature,1,Retail,Salaried,65391.54,0,0,1,0.99,24.4,0,India,Hyderabad,Normal,0
CUST00001238,+91,6237566582,+916237566582,0,Mature,2,Retail,Self-Employed,46430.39,0,0,3,1.46,1.7,0,India,Bangalore,Normal,0
CUST00001239,+91,6027624746,+916027624746,0,New,1,Retail,Salaried,793601.45,0,0,0,0.47,5.6,0,India,Chennai,Normal,0
CUST00001240,+971,223477448,+971223477448,0,Mid,1,Retail,Salaried,707260.93,0,1,0,0.6,36.3,0,UAE,Sharjah,Normal,0
CUST00001241,+95,450992003,+95450992003,1,Mid,2,Retail,Self-Employed,9114055.84,6,0,38,5.1,45.8,0,Myanmar,Naypyidaw,High-Risk,1
CUST00001242,+971,567248086,+971567248086,0,New,3,Retail,Student,122574.74,0,0,3,0.31,12.0,0,UAE,Dubai,Normal,0
CUST00001243,+91,9475750927,+919475750927,0,Mid,2,Retail,Self-Employed,339081.82,0,0,0,0.64,50.5,0,India,Bangalore,Normal,0
CUST00001244,+91,8476418288,+918476418288,0,Mid,2,Retail,Salaried,83665.82,0,0,1,0.23,6.2,0,India,Bangalore,Normal,0
CUST00001245,+91,8115876447,+918115876447,0,New,1,Retail,Self-Employed,77500.19,0,0,0,0.75,44.9,0,India,Bangalore,Normal,0
CUST00001246,+91,6304423016,+916304423016,0,New,2,Retail,Salaried,202260.66,0,0,6,0.63,6.5,0,India,Bangalore,Normal,0
CUST00001247,+971,877960039,+971877960039,0,Mature,1,Corporate,Retired,269910.55,0,0,0,0.81,11.7,0,UAE,Sharjah,Normal,0
CUST00001248,+91,6000365734,+916000365734,0,New,1,Retail,Self-Employed,113711.94,0,0,0,0.23,56.2,0,India,Mumbai,Normal,0
CUST00001249,+91,6779651021,+916779651021,0,Mature,1,Retail,Salaried,70009.36,0,0,2,0.27,39.9,0,India,Delhi,Normal,0
CUST00001250,+91,7033141497,+917033141497,0,New,2,Retail,Salaried,544011.3,0,0,4,0.69,45.5,0,India,Mumbai,Normal,0
CUST00001251,+1,2922452373,+12922452373,0,Mature,3,Retail,Self-Employed,137108.48,0,0,3,0.32,5.9,0,USA,Los Angeles,Normal,0
CUST00001252,+91,8366110306,+918366110306,0,Mature,2,Retail,Self-Employed,138230.04,0,0,2,0.35,41.1,0,India,Bangalore,Normal,0
CUST00001253,+1,7312052497,+17312052497,0,Mature,1,Retail,Salaried,532907.73,0,0,10,0.43,20.4,0,USA,Los Angeles,Normal,0
CUST00001254,+1,7164438044,+17164438044,0,Mature,1,Corporate,Self-Employed,1194526.5,3,0,0,0.37,74.9,0,USA,New York,Normal,0
CUST00001255,+971,558049851,+971558049851,0,Mid,1,Retail,Salaried,258347.42,0,0,18,0.09,52.3,0,UAE,Dubai,Normal,0
CUST00001256,+91,9401398704,+919401398704,0,Mid,1,Corporate,Salaried,401789.1,0,0,0,0.18,16.7,0,India,Mumbai,Normal,0
CUST00001257,+91,9550202379,+919550202379,0,Mid,1,Retail,Salaried,79974.28,0,0,2,1.58,35.1,0,India,Bangalore,Normal,0
CUST00001258,+44,7846500910,+447846500910,0,New,2,Retail,Student,356711.66,0,0,0,0.65,12.1,0,UK,Birmingham,Normal,0
CUST00001259,+91,9938083604,+919938083604,0,New,3,Retail,Self-Employed,393775.74,0,0,0,0.16,37.1,0,India,Bangalore,Normal,0
CUST00001260,+91,8307452691,+918307452691,0,Mature,1,Retail,Retired,92418.4,1,0,4,0.4,19.2,0,India,Mumbai,Normal,0
CUST00001261,+971,912943459,+971912943459,0,Mature,1,Retail,Salaried,129605.64,0,0,0,0.46,7.8,0,UAE,Dubai,Normal,0
CUST00001262,+44,9387567995,+449387567995,0,Mature,2,Retail,Self-Employed,528906.73,0,0,5,0.1,18.8,0,UK,London,Normal,0
CUST00001263,+91,7685209350,+917685209350,0,Mature,2,Retail,Salaried,159384.32,0,0,1,0.82,28.9,1,India,Chennai,Normal,0
CUST00001264,+91,8916966813,+918916966813,0,Mature,2,Retail,Salaried,621065.43,0,0,0,0.11,7.6,0,India,Bangalore,Normal,0
CUST00001265,+65,79749331,+6579749331,0,Mature,1,Retail,Self-Employed,201892.93,0,0,1,0.38,35.6,0,Singapore,Singapore,Normal,0
CUST00001266,+971,357401598,+971357401598,0,Mature,1,Retail,Salaried,194201.19,0,0,0,0.11,8.2,0,UAE,Dubai,Normal,0
CUST00001267,+971,362773828,+971362773828,0,New,3,Retail,Salaried,434102.79,0,0,1,0.43,19.0,0,UAE,Abu Dhabi,Normal,0
CUST00001268,+91,6292592612,+916292592612,0,Mid,1,Retail,Self-Employed,1026970.2,4,0,3,0.24,16.5,0,India,Chennai,Normal,0
CUST00001269,+65,91009748,+6591009748,0,Mature,2,Retail,Self-Employed,336988.19,0,0,0,0.54,41.9,0,Singapore,Singapore,Normal,0
CUST00001270,+91,7259359548,+917259359548,0,Mature,1,Retail,Self-Employed,228625.64,0,0,0,0.9,18.3,0,India,Bangalore,Normal,0
CUST00001271,+91,7342725353,+917342725353,0,Mature,1,Retail,Salaried,547546.8,0,0,0,0.24,23.1,1,India,Bangalore,Normal,0
CUST00001272,+971,463759938,+971463759938,1,Mid,2,Retail,Retired,3280790.69,25,1,36,0.95,69.9,0,UAE,Abu Dhabi,Normal,0
CUST00001273,+49,30237648208,+4930237648208,0,Mature,1,Corporate,Salaried,144437.14,0,0,2,0.7,10.6,0,Germany,Berlin,Normal,0
CUST00001274,+1,3883531769,+13883531769,0,New,2,Retail,Retired,325081.36,0,0,5,0.29,19.3,0,USA,Chicago,Normal,0
CUST00001275,+1,3653730029,+13653730029,0,New,1,Retail,Salaried,564058.8,0,0,0,0.16,16.6,0,USA,San Francisco,Normal,0
